Age,Attrition,BusinessTravel,Department,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,Modeofwork,Jobmode
35,0,0,1,1,3,1,3,4,1,2572,1,0,16,3,1,1
34,0,0,1,1,3,2,6,1,1,6500,5,0,17,3,0,1
33,1,0,1,1,3,2,6,1,0,5324,5,0,15,3,0,0
34,0,0,7,0,3,1,7,4,1,3737,0,0,19,3,1,2
44,0,0,0,0,4,1,0,4,1,2818,2,1,24,4,1,2
32,0,2,0,0,3,1,0,4,2,2314,0,0,12,3,0,2
29,1,0,1,1,2,1,3,3,2,2800,6,1,19,3,0,2
47,0,0,1,1,2,1,3,4,0,3294,1,1,18,3,1,1
22,1,0,0,1,3,2,5,3,1,4171,0,1,19,3,0,0
33,0,0,0,0,2,1,1,1,0,2799,3,1,11,3,0,1
32,0,2,0,1,2,1,0,2,1,2332,6,0,20,4,1,1
29,0,1,1,1,3,1,3,4,1,2157,1,0,15,3,1,1
31,1,2,0,0,2,1,1,1,0,2321,0,1,22,4,0,2
33,0,0,0,1,3,1,1,4,0,3452,3,0,18,3,0,2
30,1,1,0,1,3,1,0,2,0,2422,0,0,17,3,0,1
27,0,0,0,1,3,2,5,4,1,4227,0,0,18,3,0,2
35,0,0,0,0,3,1,0,4,2,3917,1,0,20,4,1,1
26,1,1,0,0,3,1,1,1,1,2042,6,1,14,3,0,0
27,0,2,0,0,1,1,0,3,1,4621,1,0,19,3,1,2
55,0,1,0,0,3,3,5,2,1,10976,3,0,18,3,0,0
33,0,0,0,0,2,3,8,4,2,7119,4,0,15,3,1,2
33,0,1,1,1,3,2,6,2,1,4302,0,0,17,3,0,1
34,0,1,0,0,3,2,5,3,0,4033,2,0,11,3,0,0
28,0,1,0,0,2,1,1,3,2,2703,1,1,14,3,1,1
45,0,0,0,1,3,1,1,3,1,4477,4,1,19,3,0,2
29,0,0,0,1,3,1,1,4,2,3760,1,0,15,3,1,0
34,0,0,1,1,3,2,6,1,0,4538,0,1,12,3,0,2
35,0,0,0,0,3,1,1,3,1,3506,0,1,14,3,1,2
28,0,0,0,0,3,1,1,1,0,2080,2,0,11,3,0,1
50,0,0,0,1,3,4,2,1,1,16880,4,1,11,3,0,1
31,1,1,1,1,3,1,3,2,0,2302,1,1,11,3,0,1
44,1,0,0,0,3,1,0,1,1,2362,4,0,12,3,0,2
25,0,0,0,0,3,1,0,4,1,3669,3,0,11,3,0,2
32,0,0,1,0,3,2,6,2,1,4078,0,1,13,3,1,0
25,0,0,1,0,4,2,6,3,1,6232,2,0,11,3,1,2
37,0,0,0,1,3,1,0,3,0,3629,4,0,18,3,0,2
25,0,0,0,0,3,1,0,4,1,3229,4,0,11,3,1,2
30,0,0,1,1,3,2,6,1,2,4779,7,0,14,3,0,1
31,0,0,0,1,3,4,2,2,0,16422,3,0,11,3,0,1
36,0,0,1,1,2,2,6,1,1,5647,4,0,13,3,1,2
25,1,0,1,0,2,1,3,1,1,4400,3,0,12,3,1,1
56,0,0,0,1,3,1,1,1,1,2066,2,0,22,4,1,1
31,0,0,7,1,4,1,7,2,0,2109,9,0,18,3,1,1
45,0,0,0,0,3,3,5,4,1,9380,4,1,18,3,1,2
49,0,0,0,0,3,2,8,3,1,6651,2,0,14,3,1,2
40,0,0,0,0,3,1,1,3,2,2345,2,0,14,3,1,2
28,1,1,1,0,3,1,3,3,1,2909,3,0,15,3,0,1
55,0,0,0,0,3,2,8,3,1,4035,0,1,16,3,1,0
49,0,0,0,1,2,2,0,1,1,4789,4,0,25,4,0,1
29,0,1,0,1,3,1,0,2,1,3180,0,0,13,3,0,0
36,0,0,1,0,3,1,3,4,0,2644,3,1,21,4,0,2
35,0,0,0,0,2,1,0,1,0,2450,1,0,19,3,1,1
38,0,0,1,1,3,2,6,2,0,4198,2,0,12,3,1,2
36,0,1,0,0,4,2,0,1,1,5562,3,1,13,3,1,1
32,0,0,0,1,4,1,1,4,1,3312,3,0,17,3,0,1
36,0,0,0,1,3,2,5,3,1,4663,9,1,12,3,1,1
27,0,0,0,1,4,1,1,3,1,3517,7,0,17,3,1,2
36,0,0,0,1,3,3,8,1,1,8008,4,0,12,3,0,0
36,0,2,0,1,2,2,5,3,1,4374,0,0,15,3,1,1
47,0,0,1,1,4,4,4,2,2,15972,6,0,14,3,1,2
36,0,0,0,0,3,2,8,3,1,5347,6,0,14,3,1,0
23,1,0,1,0,3,1,3,4,2,2275,1,1,21,4,1,2
26,0,0,0,0,1,1,0,3,1,2305,1,0,15,3,1,0
41,0,2,7,0,1,2,7,2,1,6430,6,0,19,3,1,1
23,0,0,0,1,3,1,0,2,0,3295,1,0,13,3,1,1
29,0,1,0,0,4,2,8,3,0,6294,8,1,12,3,0,0
53,0,2,0,1,2,4,5,3,1,12965,4,1,20,4,0,0
43,0,2,0,0,3,1,1,3,0,2438,4,0,13,3,0,1
41,0,0,0,0,4,2,8,2,0,6870,3,0,12,3,1,1
31,0,1,1,1,3,3,6,1,1,9637,2,0,14,3,0,2
28,0,0,0,1,3,1,1,1,1,3591,1,0,25,4,0,1
28,0,2,7,0,3,1,7,4,2,2706,1,0,15,3,0,1
29,0,0,0,0,3,1,0,1,0,2062,3,0,14,3,1,2
35,0,0,0,1,2,2,5,2,1,4788,0,1,11,3,0,0
39,0,2,1,1,1,2,6,3,1,5736,6,0,19,3,0,0
22,0,0,0,0,3,1,1,3,0,3375,0,0,12,3,1,0
50,1,0,1,0,2,3,6,1,2,10854,4,1,13,3,0,0
28,1,0,0,0,2,1,0,3,0,2028,5,1,14,3,1,2
24,0,2,0,1,4,2,5,3,2,4011,0,0,18,3,1,2
34,1,0,0,0,3,1,1,1,0,2960,2,0,11,3,1,2
44,0,0,0,0,3,2,8,4,1,6465,2,1,13,3,0,1
44,0,0,1,1,3,2,6,1,2,5454,5,1,21,4,0,2
35,0,2,0,0,2,3,8,1,1,9884,2,1,13,3,0,1
59,0,1,1,1,2,2,6,3,0,5473,7,0,11,3,1,1
46,0,0,7,0,3,2,7,2,2,5021,8,1,22,4,1,2
51,0,0,0,0,3,1,0,4,1,2075,3,0,23,4,0,0
54,0,0,0,1,3,3,2,3,1,13549,9,0,12,3,1,2
51,1,1,0,0,1,3,5,4,0,10650,2,0,15,3,1,0
34,0,1,1,1,3,1,3,3,1,2231,6,0,18,3,0,2
31,0,0,0,1,3,1,1,4,1,3929,8,1,23,4,0,2
41,1,0,1,1,3,1,3,2,0,3140,1,1,22,4,1,2
53,0,0,0,1,4,2,5,1,2,4450,1,0,11,3,0,0
22,0,0,0,0,4,1,1,2,2,2328,1,1,16,3,1,2
46,0,0,0,0,3,3,8,1,2,9396,7,0,16,3,0,0
29,1,0,0,0,2,1,1,4,0,2389,1,1,13,3,0,0
32,0,0,1,1,3,1,3,2,1,3931,2,0,11,3,1,2
25,0,0,0,1,3,2,5,3,1,4898,0,0,12,3,0,1
37,0,1,0,0,3,1,1,4,1,2326,1,1,12,3,1,2
51,0,0,0,0,1,2,5,2,2,5482,5,0,18,3,0,0
27,0,0,0,1,3,1,1,2,0,2478,1,1,12,3,1,0
54,0,1,0,1,3,2,1,3,0,4869,3,0,12,3,1,0
40,0,0,1,0,1,2,6,4,1,7457,2,1,22,4,1,0
23,0,0,0,0,3,1,1,4,2,2904,1,0,12,3,0,2
29,0,2,1,0,3,2,6,3,1,4649,1,0,14,3,1,2
50,0,0,0,0,2,3,8,4,0,10496,6,0,15,3,1,0
54,0,0,0,0,3,5,2,1,1,19406,4,0,11,3,1,1
31,0,0,0,0,2,1,0,1,1,2218,1,0,12,3,0,2
33,1,0,0,0,1,1,0,4,2,3408,7,0,13,3,1,1
32,1,2,1,0,4,2,6,3,1,4707,8,0,12,3,1,2
27,1,0,1,0,3,1,3,1,2,3041,0,0,11,3,0,1
27,0,0,0,0,2,1,1,4,0,2045,0,0,13,3,1,2
50,1,1,1,0,3,2,6,3,1,6796,3,1,14,3,0,2
23,0,0,0,0,3,1,0,1,1,2500,1,0,14,3,0,1
40,0,0,0,1,2,1,1,4,0,2342,0,1,20,4,1,1
52,0,2,0,0,3,1,1,4,1,4258,0,0,18,3,1,2
26,1,0,1,0,2,2,6,1,0,5326,6,0,17,3,1,1
34,0,0,0,1,4,1,1,4,0,3280,2,0,16,3,1,0
27,0,1,1,0,3,2,6,4,1,4342,0,0,19,3,0,1
50,0,0,0,0,3,4,2,3,1,17639,5,0,16,3,0,1
42,0,0,0,1,2,2,5,4,1,6062,9,1,13,3,1,2
38,0,1,0,0,2,2,8,1,2,6288,2,0,15,3,0,0
43,0,0,0,0,3,4,2,1,1,17159,6,0,24,4,1,0
25,0,0,0,0,4,1,1,1,0,3424,7,0,13,3,1,2
49,0,0,0,1,3,1,1,1,1,3580,2,0,16,3,0,0
33,0,0,7,0,3,1,7,2,2,2277,3,1,11,3,1,1
29,0,0,0,1,2,1,0,4,2,2532,6,0,14,3,0,0
28,0,0,1,0,3,2,6,4,0,4908,1,0,14,3,0,1
24,0,0,0,1,2,2,5,3,2,4377,1,0,15,3,0,1
35,1,0,0,0,2,1,0,2,2,3743,1,1,24,4,0,0
31,0,1,0,1,3,2,5,1,1,4148,1,0,12,3,0,2
22,0,0,0,0,1,1,0,1,1,2451,1,0,15,3,1,1
37,0,0,0,1,3,2,8,2,0,4107,3,0,15,3,1,2
28,0,0,0,0,3,1,0,3,2,2207,1,0,16,3,0,1
27,0,0,0,0,2,1,1,3,1,2539,1,0,13,3,0,2
24,0,0,0,0,3,1,0,2,0,3597,8,0,22,4,0,1
43,1,0,1,1,1,2,6,3,0,5346,8,0,13,3,0,1
30,0,0,1,0,3,2,6,1,2,4115,8,0,19,3,1,0
46,0,0,0,0,3,5,2,2,1,19081,5,0,11,3,1,1
42,0,2,7,0,4,2,7,1,1,6272,7,0,16,3,0,1
25,0,0,1,0,3,2,6,4,0,4950,0,0,14,3,0,1
28,0,1,0,0,3,1,0,3,0,2154,0,1,11,3,1,0
40,0,2,0,0,3,1,1,3,2,3544,9,0,16,3,1,1
40,0,0,0,0,3,1,0,2,1,2387,3,0,22,4,0,1
35,1,1,1,1,3,2,6,3,1,4614,0,1,18,3,0,2
38,0,1,0,0,4,1,1,3,2,2610,1,0,11,3,1,2
51,0,1,1,0,3,3,6,2,1,10596,2,0,11,3,0,1
26,0,0,0,0,2,1,1,4,0,3904,0,0,12,3,1,1
49,1,1,0,0,2,2,0,1,0,4284,3,0,20,4,0,2
34,0,1,0,0,3,1,1,1,2,2996,5,0,14,3,1,0
32,0,0,1,0,3,2,6,4,1,9204,4,0,12,3,0,0
41,0,0,0,0,4,1,1,3,1,2127,2,1,12,3,0,0
33,0,1,1,0,3,2,6,1,1,4373,0,0,14,3,1,1
28,0,1,1,0,3,2,6,1,0,4898,0,0,14,3,1,0
23,0,0,0,0,3,2,0,3,0,2272,0,0,14,3,1,1
30,0,0,1,0,3,3,6,2,1,9250,3,0,12,3,1,2
22,0,2,0,1,2,1,1,3,1,2814,1,1,14,3,1,1
37,0,0,0,0,3,2,5,3,1,5768,3,0,17,3,0,2
40,0,0,0,1,3,3,5,4,0,7945,6,1,15,3,1,0
27,0,1,0,0,3,1,1,4,0,2580,2,0,13,3,0,1
40,1,0,0,0,3,1,0,1,0,2166,3,1,14,3,1,2
49,0,0,0,1,3,4,2,2,1,16413,3,0,16,3,0,0
36,0,0,0,0,3,1,0,2,0,2013,2,0,11,3,1,0
38,0,1,0,1,2,1,0,2,0,2440,1,0,22,4,1,0
53,0,0,0,0,4,3,8,4,1,7005,3,0,15,3,0,2
55,0,0,0,0,2,1,1,2,2,3537,5,0,12,3,1,0
32,0,0,1,0,1,3,6,3,1,9610,3,0,13,3,1,0
30,1,1,7,1,2,1,7,4,2,2180,6,0,11,3,1,0
39,0,0,0,0,3,3,2,3,0,13464,7,0,21,4,1,1
40,0,0,0,1,3,1,0,1,1,3377,4,0,17,3,0,2
38,0,0,1,1,1,2,3,4,1,5405,2,1,20,4,0,2
56,1,0,0,0,3,1,0,4,0,2587,1,0,16,3,1,1
36,0,0,1,0,2,2,6,2,1,5507,2,0,16,3,1,0
34,0,0,1,1,2,2,6,4,1,8103,3,1,12,3,0,1
45,0,1,0,0,3,2,8,3,0,5399,4,0,12,3,1,1
32,1,1,0,1,4,1,1,3,0,2432,3,1,14,3,0,1
31,0,2,0,0,3,1,1,1,2,3065,1,1,13,3,0,2
28,1,0,0,0,2,1,0,4,2,2367,5,0,12,3,1,1
54,0,0,0,1,3,2,1,3,1,2897,3,0,11,3,1,0
24,0,0,0,0,2,2,8,3,0,4617,1,0,12,3,1,1
42,0,0,0,0,3,2,1,1,2,5410,6,1,17,3,1,2
44,0,0,0,0,3,1,1,4,0,2436,6,1,12,3,1,2
36,0,1,0,1,3,2,5,2,2,5131,7,0,13,3,0,1
32,0,0,0,0,3,1,1,1,0,2439,1,0,14,3,0,1
35,0,0,0,1,1,1,1,4,1,2977,1,0,12,3,1,1
29,0,0,0,0,2,2,0,2,1,4025,4,1,13,3,0,2
26,0,0,1,1,2,1,3,3,0,2966,0,0,18,3,1,2
34,0,0,0,0,4,2,0,3,1,4404,2,0,12,3,0,1
35,0,0,0,0,4,1,0,2,1,2426,0,0,13,3,0,0
31,0,0,0,0,3,1,1,3,2,2911,1,0,17,3,1,0
36,1,0,1,0,2,1,3,1,0,3407,7,0,23,4,1,0
43,0,0,0,1,4,1,1,3,2,2645,1,0,12,3,0,2
33,0,1,1,1,4,2,6,1,1,5376,2,0,19,3,1,2
55,0,0,0,1,3,4,4,3,2,14756,2,1,14,3,1,2
29,0,0,0,0,3,1,1,2,1,2703,0,0,23,4,0,1
37,0,0,0,0,3,3,2,3,0,13664,4,0,13,3,1,0
34,0,0,0,0,3,2,5,2,1,4325,1,0,15,3,0,1
28,0,2,1,0,3,2,6,3,1,4221,1,0,15,3,0,1
54,0,2,7,1,4,4,4,4,0,17328,2,1,12,3,0,1
24,0,0,0,0,3,1,0,3,1,2774,0,0,12,3,0,0
37,0,0,1,0,3,3,6,4,0,7428,2,0,12,3,1,1
56,1,0,0,1,3,1,1,2,1,4963,9,1,18,3,1,0
26,0,0,0,1,2,1,1,2,1,2368,1,0,19,3,1,0
32,1,0,0,1,3,1,0,1,0,4200,7,0,22,4,1,0
30,0,0,0,1,3,1,1,3,0,2632,1,0,14,3,0,2
30,0,0,0,0,2,1,0,4,0,2720,0,0,13,3,1,0
41,0,0,0,0,3,1,0,1,1,2238,2,0,21,4,1,1
28,0,0,0,0,3,1,1,4,1,2713,1,0,11,3,1,2
57,0,0,0,0,4,3,8,4,2,9439,3,1,16,3,1,2
50,0,0,0,1,3,5,4,2,0,19926,3,0,15,3,0,1
32,0,0,0,0,3,1,1,3,0,3038,3,0,20,4,0,1
27,0,0,0,0,3,1,1,2,1,3058,0,1,16,3,1,0
45,0,0,1,1,3,2,6,1,2,5006,4,1,11,3,1,0
43,0,2,0,0,4,1,1,4,2,2089,4,0,14,3,1,2
42,0,2,0,1,3,2,5,3,2,5265,2,0,16,3,1,0
34,0,1,0,0,3,1,1,3,2,3815,1,1,17,3,0,0
30,1,0,0,1,3,1,1,1,0,2657,5,1,11,3,0,0
31,0,2,0,0,1,2,5,3,1,4345,0,0,12,3,1,1
33,1,0,0,0,3,1,0,4,1,2436,5,1,13,3,1,0
31,1,1,0,0,2,1,0,2,0,3479,0,0,11,3,1,0
32,0,1,0,0,4,1,0,2,1,2794,1,0,20,4,1,1
28,0,0,0,0,3,1,1,4,1,2070,1,0,23,4,1,2
37,0,0,1,0,3,2,6,4,1,6502,4,0,14,3,1,0
37,0,2,0,1,3,3,2,4,2,13603,2,1,18,3,0,1
53,0,0,0,0,3,4,2,3,1,17584,3,1,16,3,0,1
26,0,1,0,0,3,2,8,1,1,4741,1,1,13,3,1,1
28,0,0,0,1,3,1,1,4,0,3310,1,0,21,4,1,2
58,0,2,0,0,1,2,8,3,2,5660,2,1,13,3,0,1
31,0,0,0,0,3,1,1,4,1,4821,0,1,12,3,1,1
27,0,0,1,0,3,2,6,3,0,4478,1,1,11,3,1,1
27,0,2,1,0,3,2,6,2,1,6349,0,1,13,3,0,2
41,0,0,0,0,2,2,5,2,0,6032,6,1,15,3,1,1
37,0,0,0,1,3,1,0,1,1,3452,6,0,20,4,0,0
27,0,0,0,0,3,1,0,2,2,3816,1,0,11,3,1,0
49,0,0,0,0,2,3,8,3,0,10965,8,0,24,4,0,1
34,1,2,1,0,4,2,6,4,0,5304,8,1,13,3,1,0
55,0,0,0,1,3,4,4,4,0,16659,2,1,13,3,0,2
24,0,0,1,1,3,2,6,3,2,4260,1,1,12,3,1,2
40,0,0,1,1,3,2,6,2,2,5715,7,0,12,3,1,2
42,0,0,0,1,3,1,0,1,2,2576,3,0,16,3,1,0
43,0,0,0,1,3,2,8,3,2,4522,4,1,14,3,0,0
25,0,0,1,1,2,2,6,4,0,4487,1,1,11,3,1,1
30,0,0,1,1,3,2,6,3,0,6577,0,0,11,3,1,0
52,0,0,0,0,2,3,5,3,1,7969,2,1,14,3,1,2
52,0,0,0,1,3,4,4,4,1,16555,2,0,13,3,1,1
42,0,1,0,1,3,2,1,3,2,4556,2,0,11,3,1,1
30,0,0,0,1,1,2,5,4,0,6091,2,0,20,4,1,2
24,1,0,1,1,3,1,3,2,0,3202,1,1,16,3,1,2
30,0,2,0,0,3,1,0,4,1,2097,4,0,15,3,0,1
47,0,0,0,1,3,2,5,4,2,5070,5,0,13,3,1,2
35,0,0,0,0,1,1,0,3,0,4230,0,0,15,3,1,1
31,0,0,1,0,2,3,4,4,2,11557,9,0,21,4,1,0
35,0,0,1,1,3,2,6,3,0,4859,1,0,16,3,1,1
26,0,0,1,0,3,2,6,2,1,6272,1,0,20,4,1,0
27,0,0,0,1,2,1,1,3,2,2187,0,0,12,3,0,2
33,0,0,1,0,3,2,6,3,2,7104,0,0,12,3,0,2
53,0,0,0,0,4,4,2,3,1,14814,3,0,19,3,1,2
44,0,2,0,0,1,1,0,3,0,3708,2,0,14,3,1,2
34,0,0,0,1,3,2,8,3,0,6142,3,0,11,3,0,0
47,1,1,1,1,4,2,6,3,0,6397,4,1,12,3,1,1
55,1,0,0,0,3,5,4,1,1,19859,5,1,13,3,0,2
54,0,0,0,1,3,2,5,1,2,5485,9,1,11,3,0,1
37,0,0,0,1,3,1,1,1,2,2782,0,1,13,3,1,1
52,0,0,0,1,3,2,0,3,1,3149,8,0,20,4,0,2
36,0,0,7,0,3,1,7,2,1,2143,4,0,13,3,0,0
34,0,1,0,1,2,1,1,4,0,2553,1,0,16,3,1,1
44,0,0,0,0,3,2,8,2,0,5933,9,0,12,3,0,2
32,0,0,1,0,3,2,6,4,2,4403,2,0,11,3,0,1
30,0,1,0,0,2,1,1,4,2,3761,9,0,12,3,1,0
53,0,0,1,1,2,3,6,4,1,10934,7,1,18,3,1,2
45,0,0,1,0,3,3,6,1,2,10761,4,1,12,3,1,0
32,0,0,0,1,4,2,1,3,1,5175,5,0,12,3,1,2
28,0,0,7,0,2,1,7,4,2,4936,1,0,13,3,1,2
36,0,0,7,0,2,1,7,1,1,2342,0,0,21,4,0,1
25,0,0,1,0,3,2,6,1,1,4194,1,1,18,3,1,1
25,0,0,1,0,2,2,6,1,1,4256,1,0,12,3,1,1
24,0,2,0,0,2,1,0,4,1,3162,0,0,17,3,0,1
42,0,0,0,1,4,2,0,4,1,5231,2,1,13,3,0,2
37,0,1,1,1,3,1,3,4,1,2973,5,0,15,3,1,0
43,0,1,0,1,3,2,8,4,1,5562,4,0,13,3,1,0
39,0,0,7,1,2,2,7,4,1,5204,8,0,11,3,0,0
42,0,0,1,1,2,2,6,3,0,6244,7,0,17,3,0,2
33,0,0,0,1,2,2,8,4,0,6949,0,0,14,3,0,1
35,0,0,1,1,3,2,6,3,1,4601,1,0,16,3,1,2
38,0,2,1,1,3,2,6,4,0,5666,1,1,13,3,0,2
45,0,0,0,1,3,1,0,4,2,2270,3,0,14,3,0,1
50,0,0,0,0,3,4,2,4,2,17399,9,0,22,4,1,1
30,1,0,0,1,3,1,1,3,1,2132,4,1,11,3,0,0
59,0,0,0,1,2,4,5,4,0,13726,3,1,13,3,1,1
26,0,1,0,1,2,1,1,3,2,2007,1,0,13,3,0,0
56,0,1,0,1,3,1,1,3,1,2942,2,0,19,3,1,0
26,0,0,0,0,2,1,0,1,1,3955,1,0,16,3,0,2
48,0,2,0,0,4,4,4,4,0,16885,2,0,22,4,1,1
39,0,2,0,0,3,2,0,2,0,6782,9,0,15,3,0,2
28,0,0,0,0,2,1,1,2,1,3201,0,0,17,3,0,0
35,0,1,1,0,3,2,6,4,2,4968,1,0,11,3,0,2
33,1,0,1,1,3,2,6,1,0,8224,0,1,17,3,1,2
35,0,0,7,0,3,1,7,3,0,4323,1,0,17,3,0,2
56,0,0,0,1,3,5,4,1,2,19943,4,0,13,3,0,2
29,0,0,0,1,1,1,1,4,1,2168,0,1,18,3,1,0
33,0,0,7,0,3,1,7,3,1,3600,1,0,13,3,1,0
40,0,0,1,1,2,2,6,2,2,6852,7,0,12,3,0,1
54,0,1,0,1,3,3,5,3,2,10502,7,0,17,3,1,0
27,0,0,0,0,3,1,1,3,2,2517,1,0,11,3,0,2
39,1,0,0,0,3,1,1,1,0,3904,0,0,13,3,0,0
40,1,0,1,0,2,3,6,2,0,9094,2,1,12,3,1,1
51,0,0,0,1,2,4,5,2,0,13142,3,0,16,3,1,2
34,0,2,0,1,2,1,1,3,2,2029,1,0,20,4,0,1
28,0,0,1,0,2,2,6,1,1,4724,1,0,11,3,0,1
39,0,0,1,0,2,2,6,4,1,6120,3,1,12,3,1,2
33,0,1,1,0,3,2,6,4,1,9998,6,0,13,3,0,1
52,0,1,0,1,4,4,5,3,1,13247,2,1,11,3,0,2
52,0,0,0,1,3,1,0,1,1,2950,9,0,13,3,0,2
36,0,0,1,1,3,2,6,2,0,9278,3,1,16,3,1,2
27,0,0,0,0,3,1,0,1,1,2099,0,0,14,3,0,0
24,0,0,1,1,3,2,6,3,1,4162,1,1,12,3,0,1
34,0,0,0,1,2,1,0,2,1,3294,5,0,17,3,0,1
28,0,0,1,0,3,2,6,1,0,8463,0,0,18,3,1,2
44,0,2,0,0,2,1,0,3,0,3162,3,0,14,3,1,1
44,0,0,0,0,3,1,1,2,0,3420,1,0,13,3,0,2
29,1,1,1,1,3,2,6,2,0,5765,5,0,11,3,1,0
30,0,0,7,0,3,1,7,3,2,2064,0,0,21,4,0,1
33,0,0,0,1,2,1,0,2,1,3838,8,0,11,3,1,1
47,0,0,1,1,3,2,6,3,1,4591,3,1,17,3,1,1
32,0,0,0,0,3,3,4,4,0,11244,2,0,25,4,0,2
40,1,0,0,0,3,1,0,1,0,2018,3,0,14,3,1,0
33,0,0,0,0,2,2,5,2,0,4320,1,0,13,3,1,2
45,0,0,0,0,3,1,1,4,1,2132,4,0,20,4,0,1
35,0,0,1,1,2,1,3,3,1,2430,0,0,23,4,0,0
38,1,0,0,0,3,2,5,2,1,4855,4,0,11,3,0,2
35,0,0,0,1,3,2,8,3,0,6142,3,1,16,3,0,1
40,0,0,1,1,3,2,6,1,1,4639,1,0,15,3,0,2
31,0,1,1,0,3,2,6,1,0,5332,7,0,13,3,0,2
28,0,0,0,1,1,2,5,1,2,4877,0,0,21,4,0,0
47,0,0,7,1,3,5,4,3,1,19658,3,0,11,3,1,1
38,0,0,0,1,2,3,5,3,1,7756,3,1,19,3,0,1
29,0,0,1,0,2,2,6,3,0,5869,9,0,11,3,1,2
39,0,0,0,0,3,2,5,2,1,5295,4,0,21,4,0,0
36,0,0,0,0,4,2,8,1,2,6842,6,0,20,4,1,2
23,1,0,0,0,2,1,0,3,0,3989,1,1,11,3,0,1
35,0,1,0,0,2,1,1,4,0,4930,0,1,14,3,0,2
24,0,0,0,0,4,1,1,3,1,4401,1,0,16,3,0,1
29,0,0,0,1,3,1,0,3,1,2974,9,0,17,3,0,2
32,0,1,0,0,3,1,1,3,1,3433,6,0,13,3,1,0
31,0,0,0,0,3,1,0,3,1,3477,1,0,14,3,0,2
31,0,1,0,1,3,2,5,4,0,5238,2,0,20,4,1,0
45,0,0,7,1,1,3,7,3,1,9756,4,0,21,4,1,2
31,0,0,1,0,3,2,6,3,1,8346,1,0,19,3,0,1
34,0,0,0,0,4,1,1,4,1,2932,0,1,14,3,0,2
49,0,0,1,1,3,2,6,4,0,4507,3,0,12,3,1,2
42,0,0,0,0,3,1,0,2,2,2766,8,0,22,4,0,2
41,0,0,0,0,3,1,0,1,2,2289,1,0,20,4,0,2
38,0,0,0,1,2,1,0,3,1,3702,1,0,11,3,1,1
37,0,0,1,0,2,2,6,2,1,4189,1,0,14,3,1,1
44,1,1,0,0,3,1,1,2,2,2342,1,1,12,3,0,0
28,0,0,0,0,3,1,1,4,1,2044,1,0,11,3,1,0
26,1,0,7,1,3,1,7,2,1,2148,0,1,11,3,1,2
40,0,0,0,1,3,2,8,4,2,6513,4,0,17,3,1,0
35,0,0,0,0,1,1,0,3,1,2705,0,0,16,3,0,2
26,0,0,1,0,3,2,6,4,0,4684,1,0,13,3,1,2
27,0,1,0,1,3,1,0,4,0,2379,0,1,14,3,1,0
55,0,0,0,0,2,1,1,4,1,2662,8,0,20,4,0,2
34,0,0,1,0,3,3,6,4,1,9713,2,1,13,3,1,1
37,0,0,0,0,3,2,1,1,1,4284,5,1,22,4,1,1
34,1,2,0,0,1,1,1,1,1,2307,1,1,23,4,1,2
41,0,0,1,1,3,2,6,2,1,4393,5,0,21,4,1,1
31,0,0,1,1,3,2,6,4,2,6583,2,1,11,3,0,2
27,0,0,0,0,3,1,1,2,1,2226,1,0,11,3,1,2
38,0,0,0,0,3,1,1,4,2,4771,2,0,19,3,0,2
49,0,1,0,0,3,5,2,4,1,19161,3,0,15,3,0,2
35,0,0,1,0,3,2,6,1,1,5561,0,0,16,3,0,1
28,0,2,0,0,3,1,1,3,0,2144,1,0,14,3,1,0
36,0,2,0,0,4,1,0,2,1,2810,1,0,22,4,0,2
29,0,0,0,0,3,2,8,1,1,5373,0,0,12,3,1,0
32,0,2,0,1,3,2,8,4,2,6667,5,0,18,3,0,0
54,0,0,0,1,3,2,5,1,0,4440,6,1,19,3,1,2
23,0,0,0,0,3,1,0,4,0,2647,1,0,13,3,0,1
41,0,0,0,0,3,1,1,4,1,2782,3,0,22,4,1,2
25,0,0,1,1,3,2,6,3,2,4907,0,1,22,4,1,1
41,0,0,1,0,2,2,6,2,2,8938,2,0,11,3,1,1
45,0,0,1,1,3,2,6,3,0,4850,8,0,15,3,0,0
40,0,0,0,1,3,1,1,3,1,2001,2,0,14,3,0,2
29,0,0,0,1,2,1,1,1,0,3785,1,0,14,3,1,1
36,0,1,0,0,4,2,0,4,1,2571,4,0,17,3,1,0
41,1,0,1,1,3,2,6,4,0,5993,8,1,11,3,1,0
32,0,0,0,0,4,1,1,2,2,3298,0,1,12,3,1,1
36,0,1,0,0,2,2,5,2,0,6499,1,0,13,3,0,0
35,0,0,0,0,2,1,1,3,0,2859,1,0,18,3,1,0
56,0,0,0,0,1,3,5,4,0,7260,4,0,11,3,1,1
25,1,0,1,0,2,2,6,3,0,5744,1,1,11,3,0,1
45,0,0,0,0,3,1,1,4,0,3452,5,0,13,3,0,0
35,0,1,0,1,3,2,0,2,0,4425,5,0,11,3,0,2
30,1,1,1,1,2,2,6,1,0,6696,5,0,15,3,0,2
29,1,0,0,0,3,1,1,3,0,2058,0,0,14,3,1,0
54,0,0,1,1,3,2,6,1,1,5940,2,0,14,3,1,1
29,0,0,0,0,3,1,1,4,0,2340,1,0,19,3,0,0
32,0,0,0,0,2,2,0,1,0,2176,4,0,13,3,0,1
