Age,Attrition,BusinessTravel,Department,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,Modeofwork,Jobmode
27,No,Non-Travel,Research & Development,Male,3,1,Research Scientist,2,Divorced,2024,6,No,18,3,OFFICE,Contract
56,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,OFFICE,Part Time
38,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,WFH,FullTime
27,No,Travel_Frequently,Research & Development,Male,2,2,Manufacturing Director,1,Married,4298,5,No,19,3,WFH,Contract
52,No,Travel_Rarely,Research & Development,Female,2,1,Laboratory Technician,4,Single,3212,7,No,15,3,WFH,Contract
59,No,Travel_Rarely,Human Resources,Male,3,1,Human Resources,3,Married,2267,8,No,17,3,OFFICE,Contract
31,No,Travel_Frequently,Research & Development,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,WFH,Contract
33,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,4,Married,2911,1,No,13,3,WFH,Part Time
38,No,Travel_Rarely,Research & Development,Male,3,2,Healthcare Representative,4,Divorced,5745,9,No,14,3,OFFICE,FullTime
31,No,Travel_Frequently,Sales,Female,3,1,Sales Representative,2,Divorced,2789,1,No,11,3,WFH,FullTime
31,No,Travel_Rarely,Human Resources,Male,2,2,Human Resources,1,Married,6410,3,No,12,3,OFFICE,Contract
31,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Divorced,2695,0,Yes,18,3,WFH,Part Time
30,No,Non-Travel,Sales,Female,3,2,Sales Executive,3,Married,4736,7,Yes,12,3,OFFICE,Part Time
31,No,Travel_Rarely,Research & Development,Male,2,1,Research Scientist,2,Single,2657,0,Yes,16,3,WFH,Part Time
36,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,3,Married,2543,4,No,13,3,OFFICE,Contract
22,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,2,Married,2244,1,No,13,3,OFFICE,Contract
25,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,1,Married,4031,5,No,13,3,OFFICE,Contract
45,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Married,2654,3,No,21,4,WFH,FullTime
34,Yes,Travel_Frequently,Sales,Female,1,1,Sales Representative,3,Divorced,2351,0,No,16,3,WFH,FullTime
29,Yes,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,2,Married,2546,5,No,16,3,WFH,FullTime
42,No,Travel_Frequently,Research & Development,Male,3,1,Laboratory Technician,3,Married,2093,4,No,17,3,WFH,Contract
22,Yes,Travel_Frequently,Research & Development,Male,2,1,Laboratory Technician,3,Single,3894,5,No,16,3,OFFICE,Contract
46,No,Travel_Frequently,Research & Development,Female,3,3,Healthcare Representative,3,Married,10527,5,No,11,3,WFH,Contract
24,No,Travel_Frequently,Sales,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,OFFICE,FullTime
44,No,Travel_Rarely,Human Resources,Female,2,2,Human Resources,3,Single,5985,4,No,11,3,OFFICE,Part Time
44,No,Travel_Rarely,Research & Development,Male,3,5,Manager,4,Married,19513,4,Yes,12,3,OFFICE,FullTime
22,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Married,2773,0,No,20,4,OFFICE,FullTime
48,No,Travel_Rarely,Sales,Male,4,2,Sales Executive,2,Married,8120,3,No,12,3,OFFICE,Part Time
24,Yes,Travel_Rarely,Sales,Female,3,2,Sales Executive,3,Single,4577,9,No,14,3,OFFICE,Contract
60,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,1,Single,5405,8,No,14,3,WFH,FullTime
50,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,WFH,Part Time
42,Yes,Travel_Frequently,Research & Development,Male,4,1,Research Scientist,3,Divorced,2759,6,Yes,12,3,OFFICE,FullTime
43,No,Travel_Frequently,Sales,Male,2,2,Sales Executive,4,Married,6804,3,No,18,3,WFH,FullTime
29,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,2,Divorced,2297,1,No,14,3,WFH,FullTime
53,No,Travel_Rarely,Research & Development,Male,3,2,Laboratory Technician,4,Single,2450,2,No,17,3,OFFICE,FullTime
23,No,Travel_Rarely,Research & Development,Male,4,1,Research Scientist,3,Single,3505,1,No,18,3,OFFICE,Contract
26,No,Travel_Frequently,Research & Development,Female,1,1,Laboratory Technician,4,Divorced,4364,3,No,14,3,WFH,Contract
30,No,Travel_Rarely,Research & Development,Male,1,1,Laboratory Technician,3,Married,3833,3,No,21,4,OFFICE,FullTime
35,No,Travel_Rarely,Research & Development,Female,4,1,Research Scientist,3,Single,2506,3,No,13,3,OFFICE,Part Time
28,Yes,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Single,4382,6,No,17,3,WFH,Contract
22,No,Travel_Rarely,Research & Development,Male,2,2,Manufacturing Director,4,Married,4775,6,No,22,4,OFFICE,Contract
42,No,Travel_Frequently,Research & Development,Male,3,1,Research Scientist,4,Single,2515,5,Yes,14,3,WFH,Contract
38,No,Travel_Rarely,Sales,Male,2,1,Sales Representative,2,Married,2899,0,No,19,3,WFH,Part Time
53,No,Travel_Rarely,Sales,Male,3,4,Sales Executive,4,Married,11836,5,No,14,3,WFH,FullTime
20,Yes,Travel_Rarely,Sales,Female,2,1,Sales Representative,3,Single,2044,1,No,13,3,WFH,FullTime
28,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,3,Divorced,2377,5,No,18,3,WFH,FullTime
39,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,1,Married,2404,7,Yes,21,4,WFH,FullTime
27,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,2,Married,2811,9,No,14,3,WFH,Part Time
38,No,Travel_Frequently,Research & Development,Male,3,1,Research Scientist,3,Married,2684,0,No,17,3,WFH,Part Time
48,No,Travel_Rarely,Research & Development,Male,2,2,Healthcare Representative,3,Single,4240,2,No,13,3,WFH,FullTime
41,No,Travel_Rarely,Research & Development,Female,3,2,Manufacturing Director,3,Single,5003,6,No,14,3,WFH,Part Time
26,Yes,Non-Travel,Sales,Male,1,2,Sales Executive,1,Single,4969,8,No,18,3,OFFICE,Contract
33,No,Non-Travel,Sales,Female,2,1,Sales Representative,4,Single,2342,0,No,19,3,OFFICE,Part Time
38,No,Travel_Frequently,Research & Development,Male,3,1,Research Scientist,3,Married,2821,3,No,16,3,WFH,FullTime
46,No,Travel_Rarely,Research & Development,Male,3,5,Research Director,4,Divorced,19627,9,No,17,3,WFH,FullTime
20,Yes,Travel_Frequently,Sales,Female,3,1,Sales Representative,4,Single,2323,1,Yes,14,3,WFH,Part Time
33,Yes,Travel_Rarely,Research & Development,Male,2,1,Research Scientist,2,Single,2313,4,Yes,20,4,WFH,Contract
21,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,2,Single,2070,1,Yes,11,3,WFH,Contract
31,No,Travel_Frequently,Sales,Male,4,1,Sales Representative,4,Married,2791,0,No,12,3,WFH,FullTime
31,Yes,Travel_Frequently,Research & Development,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,WFH,FullTime
35,No,Travel_Frequently,Research & Development,Male,2,1,Laboratory Technician,4,Married,2376,1,No,13,3,WFH,FullTime
20,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,3,Single,3033,1,No,12,3,WFH,Contract
50,No,Travel_Frequently,Research & Development,Female,3,4,Manager,1,Married,17856,2,No,22,4,WFH,Part Time
20,No,Travel_Rarely,Sales,Male,4,1,Sales Representative,4,Single,2678,1,No,17,3,WFH,Contract
32,No,Travel_Frequently,Research & Development,Female,2,1,Laboratory Technician,2,Married,2743,1,No,20,4,WFH,FullTime
21,Yes,Travel_Frequently,Research & Development,Female,2,1,Laboratory Technician,3,Single,2625,1,No,20,4,OFFICE,FullTime
28,No,Travel_Frequently,Research & Development,Male,2,1,Laboratory Technician,4,Married,3867,1,Yes,12,3,OFFICE,Contract
25,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,WFH,FullTime
58,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Divorced,2372,1,No,12,3,OFFICE,FullTime
35,No,Travel_Frequently,Research & Development,Male,3,3,Manufacturing Director,4,Single,9362,2,No,11,3,WFH,Part Time
31,Yes,Travel_Frequently,Research & Development,Male,3,1,Laboratory Technician,4,Married,3722,6,Yes,13,3,WFH,FullTime
48,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,1,Divorced,5486,4,No,11,3,OFFICE,FullTime
34,Yes,Travel_Rarely,Human Resources,Female,3,1,Human Resources,3,Married,2742,1,No,15,3,OFFICE,Contract
30,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,3,Married,5301,8,No,15,3,OFFICE,FullTime
44,No,Travel_Frequently,Research & Development,Male,3,3,Manufacturing Director,3,Single,10209,5,Yes,18,3,OFFICE,Contract
39,No,Travel_Rarely,Research & Development,Female,3,3,Manufacturing Director,2,Single,8376,4,No,18,3,OFFICE,FullTime
40,No,Non-Travel,Research & Development,Male,3,2,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,OFFICE,FullTime
33,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,1,Married,6392,2,No,13,3,OFFICE,FullTime
34,No,Travel_Rarely,Research & Development,Male,3,2,Research Scientist,4,Married,5484,9,No,17,3,OFFICE,FullTime
23,No,Travel_Rarely,Research & Development,Male,4,1,Research Scientist,3,Married,2073,2,No,16,3,OFFICE,FullTime
21,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Single,3117,1,No,18,3,OFFICE,FullTime
48,No,Travel_Frequently,Research & Development,Male,2,4,Manager,4,Married,15202,2,No,25,4,WFH,FullTime
35,Yes,Travel_Rarely,Sales,Male,1,2,Sales Executive,4,Divorced,5440,6,Yes,14,3,OFFICE,Part Time
20,No,Travel_Rarely,Sales,Female,3,1,Sales Representative,3,Single,2783,1,No,19,3,OFFICE,Part Time
49,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,WFH,Part Time
41,No,Travel_Rarely,Sales,Male,3,3,Sales Executive,3,Single,7082,3,Yes,16,3,WFH,Contract
20,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,1,Single,2728,1,No,11,3,OFFICE,Contract
44,No,Travel_Rarely,Human Resources,Female,3,1,Human Resources,4,Divorced,3195,4,Yes,18,3,WFH,FullTime
36,Yes,Travel_Rarely,Sales,Male,2,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,WFH,Part Time
24,No,Travel_Frequently,Human Resources,Male,3,1,Human Resources,4,Married,2145,0,No,14,3,OFFICE,FullTime
29,Yes,Travel_Rarely,Sales,Female,1,1,Sales Representative,2,Single,2760,1,No,13,3,WFH,Part Time
34,No,Travel_Rarely,Sales,Female,1,2,Sales Executive,4,Single,6029,5,No,12,3,WFH,FullTime
51,No,Travel_Rarely,Research & Development,Female,3,3,Manager,3,Married,13116,2,No,11,3,OFFICE,FullTime
46,No,Travel_Rarely,Research & Development,Male,3,5,Research Director,4,Divorced,19328,7,Yes,17,3,WFH,Contract
46,No,Non-Travel,Sales,Male,2,2,Sales Executive,2,Single,7991,8,No,15,3,OFFICE,Contract
39,No,Travel_Frequently,Sales,Male,3,2,Sales Executive,4,Divorced,4127,2,No,18,3,WFH,Contract
58,No,Travel_Frequently,Research & Development,Male,3,4,Research Director,3,Married,15787,2,Yes,14,3,WFH,FullTime
29,Yes,Travel_Rarely,Human Resources,Male,2,1,Human Resources,1,Divorced,2335,4,Yes,15,3,WFH,FullTime
47,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,3,Single,2105,4,No,12,3,WFH,Contract
32,Yes,Travel_Rarely,Sales,Male,2,2,Sales Executive,2,Single,9907,7,Yes,12,3,OFFICE,Part Time
39,No,Travel_Rarely,Research & Development,Male,3,2,Research Scientist,4,Divorced,3902,8,No,14,3,OFFICE,Part Time
44,No,Travel_Rarely,Research & Development,Male,4,2,Healthcare Representative,1,Married,5033,2,No,15,3,WFH,FullTime
31,No,Travel_Rarely,Research & Development,Female,4,1,Laboratory Technician,3,Divorced,3978,8,No,12,3,OFFICE,FullTime
28,Yes,Travel_Rarely,Sales,Female,3,2,Sales Executive,3,Single,9854,3,Yes,11,3,OFFICE,Part Time
53,Yes,Travel_Rarely,Sales,Male,3,3,Sales Executive,1,Single,10448,6,Yes,13,3,OFFICE,Contract
25,No,Travel_Rarely,Human Resources,Female,3,1,Human Resources,2,Married,2187,4,No,14,3,OFFICE,Part Time
25,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,WFH,Contract
31,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,3,Married,3067,0,No,19,3,WFH,FullTime
35,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,3,Married,2660,7,Yes,11,3,OFFICE,Part Time
32,No,Travel_Rarely,Sales,Male,2,1,Sales Representative,2,Married,2269,0,No,14,3,WFH,Part Time
21,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,1,Single,2380,1,Yes,11,3,OFFICE,Part Time
29,Yes,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Married,4787,9,Yes,14,3,OFFICE,Part Time
40,No,Travel_Rarely,Research & Development,Male,2,1,Research Scientist,3,Single,2809,2,No,14,3,OFFICE,Part Time
38,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Single,3944,5,Yes,11,3,OFFICE,Part Time
50,Yes,Travel_Rarely,Sales,Male,2,1,Sales Representative,3,Married,2683,1,Yes,14,3,WFH,Contract
35,No,Travel_Frequently,Research & Development,Male,3,1,Research Scientist,1,Married,2194,4,No,13,3,WFH,FullTime
24,No,Travel_Rarely,Sales,Female,3,2,Sales Executive,3,Married,4999,0,No,21,4,OFFICE,FullTime
44,No,Non-Travel,Research & Development,Male,3,2,Laboratory Technician,2,Married,2042,4,No,12,3,WFH,FullTime
37,Yes,Travel_Rarely,Human Resources,Male,3,1,Human Resources,1,Divorced,2073,4,Yes,22,4,WFH,FullTime
59,No,Non-Travel,Human Resources,Female,2,5,Manager,4,Married,18844,9,No,21,4,OFFICE,Part Time
43,No,Travel_Frequently,Research & Development,Female,4,1,Research Scientist,3,Single,4739,4,No,12,3,OFFICE,FullTime
36,No,Travel_Rarely,Research & Development,Male,3,2,Manufacturing Director,2,Divorced,4941,6,No,20,4,OFFICE,FullTime
38,No,Travel_Rarely,Research & Development,Female,3,2,Research Scientist,3,Single,4317,3,Yes,20,4,WFH,FullTime
30,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,1,Divorced,3204,5,No,14,3,OFFICE,FullTime
33,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Single,2500,0,No,14,3,OFFICE,Contract
34,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,2,Single,2311,2,No,15,3,OFFICE,FullTime
50,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,3,Married,3690,2,No,15,3,WFH,Part Time
40,No,Non-Travel,Research & Development,Male,2,2,Healthcare Representative,4,Married,4876,9,No,14,3,OFFICE,FullTime
33,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,2,Married,2622,6,No,21,4,WFH,Contract
32,Yes,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,OFFICE,FullTime
39,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,3,Divorced,2232,7,No,14,3,OFFICE,Contract
32,No,Non-Travel,Sales,Male,3,2,Sales Executive,4,Married,4465,0,No,18,3,OFFICE,Part Time
37,No,Travel_Rarely,Research & Development,Female,2,1,Research Scientist,1,Married,3920,2,No,14,3,WFH,Part Time
45,No,Travel_Frequently,Research & Development,Male,4,2,Manufacturing Director,3,Married,6434,4,No,17,3,OFFICE,FullTime
42,No,Travel_Rarely,Research & Development,Female,4,2,Research Scientist,1,Single,6545,3,Yes,13,3,OFFICE,Contract
29,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,4,Divorced,6931,2,No,14,3,OFFICE,Contract
21,No,Travel_Rarely,Research & Development,Male,2,1,Research Scientist,3,Single,3230,1,No,17,3,WFH,Part Time
26,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,OFFICE,Contract
49,No,Travel_Frequently,Research & Development,Female,3,5,Research Director,1,Single,18665,9,Yes,11,3,WFH,FullTime
28,Yes,Travel_Rarely,Research & Development,Male,1,1,Research Scientist,4,Married,3464,5,Yes,13,3,OFFICE,FullTime
47,No,Travel_Rarely,Research & Development,Male,3,5,Research Director,3,Married,18300,4,No,11,3,WFH,FullTime
29,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,4,Single,3983,0,No,17,3,WFH,Part Time
42,No,Travel_Rarely,Human Resources,Male,3,1,Human Resources,3,Divorced,2696,0,Yes,11,3,OFFICE,Contract
21,Yes,Travel_Frequently,Sales,Female,2,1,Sales Representative,2,Single,2174,1,Yes,11,3,WFH,Part Time
57,No,Travel_Rarely,Research & Development,Male,3,2,Healthcare Representative,3,Married,6755,2,No,11,3,WFH,Contract
21,No,Non-Travel,Sales,Male,3,1,Sales Representative,4,Single,2610,1,No,24,4,OFFICE,Contract
29,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,4,Single,2201,9,No,16,3,WFH,FullTime
34,No,Non-Travel,Sales,Female,3,2,Sales Executive,3,Married,6538,9,No,15,3,OFFICE,Contract
43,No,Travel_Frequently,Research & Development,Male,3,1,Laboratory Technician,4,Married,2258,7,No,20,4,WFH,Contract
26,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,4,Divorced,2886,1,No,22,4,OFFICE,Contract
46,No,Travel_Rarely,Research & Development,Male,3,4,Research Director,3,Married,17861,6,No,13,3,WFH,Contract
46,No,Travel_Rarely,Sales,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,WFH,Contract
30,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,OFFICE,Contract
34,Yes,Travel_Frequently,Human Resources,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,15,3,WFH,FullTime
29,No,Travel_Rarely,Research & Development,Male,3,2,Manufacturing Director,4,Divorced,4262,4,No,12,3,OFFICE,Contract
31,Yes,Travel_Rarely,Sales,Male,3,2,Sales Executive,1,Divorced,4233,2,No,17,3,WFH,Contract
35,No,Travel_Rarely,Research & Development,Male,2,2,Laboratory Technician,4,Single,3681,4,No,14,3,OFFICE,Part Time
37,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,3,OFFICE,FullTime
48,No,Travel_Rarely,Research & Development,Female,2,4,Manager,1,Married,15402,7,No,11,3,WFH,Part Time
21,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,WFH,Contract
26,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,4,Married,2659,1,Yes,13,3,OFFICE,FullTime
36,No,Travel_Rarely,Research & Development,Male,2,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,OFFICE,FullTime
23,No,Travel_Rarely,Research & Development,Male,4,1,Research Scientist,1,Married,2819,2,No,16,3,OFFICE,Part Time
25,No,Travel_Rarely,Sales,Male,4,2,Sales Executive,2,Married,4851,0,No,22,4,WFH,FullTime
35,No,Travel_Rarely,Sales,Female,3,1,Sales Representative,4,Married,2572,1,No,16,3,WFH,Part Time
34,No,Travel_Rarely,Sales,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,OFFICE,Part Time
33,Yes,Travel_Rarely,Sales,Female,3,2,Sales Executive,1,Single,5324,5,No,15,3,OFFICE,Contract
34,No,Travel_Rarely,Human Resources,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,WFH,FullTime
44,No,Travel_Rarely,Research & Development,Male,4,1,Laboratory Technician,4,Married,2818,2,Yes,24,4,WFH,FullTime
32,No,Non-Travel,Research & Development,Male,3,1,Laboratory Technician,4,Divorced,2314,0,No,12,3,OFFICE,FullTime
29,Yes,Travel_Rarely,Sales,Female,2,1,Sales Representative,3,Divorced,2800,6,Yes,19,3,OFFICE,FullTime
47,No,Travel_Rarely,Sales,Female,2,1,Sales Representative,4,Single,3294,1,Yes,18,3,WFH,Part Time
22,Yes,Travel_Rarely,Research & Development,Female,3,2,Manufacturing Director,3,Married,4171,0,Yes,19,3,OFFICE,Contract
33,No,Travel_Rarely,Research & Development,Male,2,1,Research Scientist,1,Single,2799,3,Yes,11,3,OFFICE,Part Time
32,No,Non-Travel,Research & Development,Female,2,1,Laboratory Technician,2,Married,2332,6,No,20,4,WFH,Part Time
29,No,Travel_Frequently,Sales,Female,3,1,Sales Representative,4,Married,2157,1,No,15,3,WFH,Part Time
31,Yes,Non-Travel,Research & Development,Male,2,1,Research Scientist,1,Single,2321,0,Yes,22,4,OFFICE,FullTime
33,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,4,Single,3452,3,No,18,3,OFFICE,FullTime
30,Yes,Travel_Frequently,Research & Development,Female,3,1,Laboratory Technician,2,Single,2422,0,No,17,3,OFFICE,Part Time
27,No,Travel_Rarely,Research & Development,Female,3,2,Manufacturing Director,4,Married,4227,0,No,18,3,OFFICE,FullTime
35,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Divorced,3917,1,No,20,4,WFH,Part Time
26,Yes,Travel_Frequently,Research & Development,Male,3,1,Research Scientist,1,Married,2042,6,Yes,14,3,OFFICE,Contract
27,No,Non-Travel,Research & Development,Male,1,1,Laboratory Technician,3,Married,4621,1,No,19,3,WFH,FullTime
55,No,Travel_Frequently,Research & Development,Male,3,3,Manufacturing Director,2,Married,10976,3,No,18,3,OFFICE,Contract
33,No,Travel_Rarely,Research & Development,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,WFH,FullTime
33,No,Travel_Frequently,Sales,Female,3,2,Sales Executive,2,Married,4302,0,No,17,3,OFFICE,Part Time
34,No,Travel_Frequently,Research & Development,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,3,OFFICE,Contract
28,No,Travel_Frequently,Research & Development,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,WFH,Part Time
45,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,OFFICE,FullTime
29,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,4,Divorced,3760,1,No,15,3,WFH,Contract
34,No,Travel_Rarely,Sales,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,3,OFFICE,FullTime
35,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,WFH,FullTime
28,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,OFFICE,Part Time
50,No,Travel_Rarely,Research & Development,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,OFFICE,Part Time
31,Yes,Travel_Frequently,Sales,Female,3,1,Sales Representative,2,Single,2302,1,Yes,11,3,OFFICE,Part Time
44,Yes,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,1,Married,2362,4,No,12,3,OFFICE,FullTime
25,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Married,3669,3,No,11,3,OFFICE,FullTime
32,No,Travel_Rarely,Sales,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,3,WFH,Contract
25,No,Travel_Rarely,Sales,Male,4,2,Sales Executive,3,Married,6232,2,No,11,3,WFH,FullTime
37,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,3,Single,3629,4,No,18,3,OFFICE,FullTime
25,No,Travel_Rarely,Research & Development,Male,3,1,Laboratory Technician,4,Married,3229,4,No,11,3,WFH,FullTime
30,No,Travel_Rarely,Sales,Female,3,2,Sales Executive,1,Divorced,4779,7,No,14,3,OFFICE,Part Time
31,No,Travel_Rarely,Research & Development,Female,3,4,Research Director,2,Single,16422,3,No,11,3,OFFICE,Part Time
36,No,Travel_Rarely,Sales,Female,2,2,Sales Executive,1,Married,5647,4,No,13,3,WFH,FullTime
25,Yes,Travel_Rarely,Sales,Male,2,1,Sales Representative,1,Married,4400,3,No,12,3,WFH,Part Time
56,No,Travel_Rarely,Research & Development,Female,3,1,Research Scientist,1,Married,2066,2,No,22,4,WFH,Part Time
31,No,Travel_Rarely,Human Resources,Female,4,1,Human Resources,2,Single,2109,9,No,18,3,WFH,Part Time
45,No,Travel_Rarely,Research & Development,Male,3,3,Manufacturing Director,4,Married,9380,4,Yes,18,3,WFH,FullTime
49,No,Travel_Rarely,Research & Development,Male,3,2,Healthcare Representative,3,Married,6651,2,No,14,3,WFH,FullTime
40,No,Travel_Rarely,Research & Development,Male,3,1,Research Scientist,3,Divorced,2345,2,No,14,3,WFH,FullTime
28,Yes,Travel_Frequently,Sales,Male,3,1,Sales Representative,3,Married,2909,3,No,15,3,OFFICE,Part Time
55,No,Travel_Rarely,Research & Development,Male,3,2,Healthcare Representative,3,Married,4035,0,Yes,16,3,WFH,Contract
49,No,Travel_Rarely,Research & Development,Female,2,2,Laboratory Technician,1,Married,4789,4,No,25,4,OFFICE,Part Time
29,No,Travel_Frequently,Research & Development,Female,3,1,Laboratory Technician,2,Married,3180,0,No,13,3,OFFICE,Contract
36,No,Travel_Rarely,Sales,Male,3,1,Sales Representative,4,Single,2644,3,Yes,21,4,OFFICE,FullTime
35,No,Travel_Rarely,Research & Development,Male,2,1,Laboratory Technician,1,Single,2450,1,No,19,3,WFH,Part Time
38,No,Travel_Rarely,Sales,Female,3,2,Sales Executive,2,Single,4198,2,No,12,3,WFH,FullTime
36,No,Travel_Frequently,Research & Development,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,WFH,Part Time
32,No,Travel_Rarely,Research & Development,Female,4,1,Research Scientist,4,Married,3312,3,No,17,3,OFFICE,Part Time
36,No,Travel_Rarely,Research & Development,Female,3,2,Manufacturing Director,3,Married,4663,9,Yes,12,3,WFH,Part Time
27,No,Travel_Rarely,Research & Development,Female,4,1,Research Scientist,3,Married,3517,7,No,17,3,WFH,FullTime
36,No,Travel_Rarely,Research & Development,Female,3,3,Healthcare Representative,1,Married,8008,4,No,12,3,OFFICE,Contract
36,No,Non-Travel,Research & Development,Female,2,2,Manufacturing Director,3,Married,4374,0,No,15,3,WFH,Part Time
47,No,Travel_Rarely,Sales,Female,4,4,Manager,2,Divorced,15972,6,No,14,3,WFH,FullTime
36,No,Travel_Rarely,Research & Development,Male,3,2,Healthcare Representative,3,Married,5347,6,No,14,3,WFH,Contract
23,Yes,Travel_Rarely,Sales,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,WFH,FullTime
26,No,Travel_Rarely,Research & Development,Male,1,1,Laboratory Technician,3,Married,2305,1,No,15,3,WFH,Contract
41,No,Non-Travel,Human Resources,Male,1,2,Human Resources,2,Married,6430,6,No,19,3,WFH,Part Time
23,No,Travel_Rarely,Research & Development,Female,3,1,Laboratory Technician,2,Single,3295,1,No,13,3,WFH,Part Time
29,No,Travel_Frequently,Research & Development,Male,4,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,OFFICE,Contract
53,No,Non-Travel,Research & Development,Female,2,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,OFFICE,Contract
43,No,Non-Travel,Research & Development,Male,3,1,Research Scientist,3,Single,2438,4,No,13,3,OFFICE,Part Time
